-12359174.5663659,5722835.86858214,1533.82690429688,0,94.2641449319404
-12359169.5838042,5722835.45169062,1533.82690429688,5,94.9494826124111
-12359164.606413,5722834.97703621,1534.28576660156,10,95.9474073361858
-12359159.634862,5722834.44468274,1534.28576660156,15,95.9474073361858
-12359154.66982,5722833.85470185,1534.74572753906,20,96.9453320453484
-12359149.7119549,5722833.2071729,1534.74572753906,25,97.9432567694111
-12359144.7619338,5722832.50218301,1534.74572753906,30,97.9432567694111
-12359139.8204226,5722831.73982703,1535.24768066406,35,98.9411814760555
-12359134.8880861,5722830.92020751,1535.24768066406,40,99.9391061880352
-12359129.9655878,5722830.04343472,1535.58776855469,45,99.9391061880352
-12359125.0535901,5722829.10962661,1535.58776855469,50,100.937030902083
-12359120.1527536,5722828.11890883,1535.94177246094,55,101.934955615644
-12359115.2637378,5722827.07141464,1535.94177246094,60,101.934955615644
-12359110.3872003,5722825.96728497,1536.33569335938,65,102.932880332546
-12359105.5237973,5722824.80666836,1536.33569335938,70,103.930805039022
-12359100.6741831,5722823.58972096,1536.7177734375,75,103.930805039022
-12359095.8390099,5722822.31660648,1536.7177734375,80,104.928729760993
-12359091.0189284,5722820.9874962,1537.14770507812,85,105.926654474963
-12359086.214587,5722819.60256893,1537.14770507812,90,105.926654474963
-12359081.4266321,5722818.16201099,1537.98181152344,95,106.92457917938
-12359076.6557077,5722816.66601617,1537.70837402344,100,107.922503903629
-12359071.9024558,5722815.11478575,1539.13427734375,105,107.922503903629
-12359067.1675158,5722813.50852841,1539.13427734375,110,108.92042861678
-12359062.4515247,5722811.84746024,1540.88037109375,115,109.918353322504
-12359057.7551169,5722810.13180473,1540.88037109375,120,109.918353322504
-12359053.0789243,5722808.36179266,1540.88037109375,125,110.916278040928
-12359048.423576,5722806.53766219,1542.68432617188,130,111.914202750689
-12359043.7896983,5722804.65965869,1542.68432617188,135,111.914202750689
-12359039.1779146,5722802.72803485,1544.62426757812,140,112.912127468745
-12359034.5888453,5722800.74305051,1544.50427246094,145,113.9100521811
-12359030.0231078,5722798.70497272,1546.93237304688,150,113.9100521811
-12359025.4813164,5722796.61407568,1546.93237304688,155,114.907976896502
-12359020.9640821,5722794.47064068,1549.22229003906,160,115.905901608902
-12359016.4720125,5722792.27495607,1549.22229003906,165,115.905901608902
-12359012.0057121,5722790.02731726,1549.22229003906,170,116.903826324724
-12359007.5657817,5722787.72802663,1551.16430664062,175,117.901751040517
-12359003.1528185,5722785.3773935,1551.404296875,180,117.901751040517
-12358998.7674164,5722782.97573411,1553.29760742188,185,118.899675747984
-12358994.4101652,5722780.52337157,1553.29760742188,190,119.89760046064
-12358990.0816512,5722778.0206358,1555.11364746094,195,119.89760046064
-12358985.7824568,5722775.46786349,1555.11364746094,200,120.895525183047
-12358981.5131601,5722772.86539809,1555.11364746094,205,121.893449889779
-12358977.2743358,5722770.21358971,1557.11962890625,210,121.893449889779
-12358973.0665539,5722767.5127951,1557.11962890625,215,122.891374597393
-12358968.8903806,5722764.76337761,1558.81164550781,220,123.889299326363
-12358964.7463778,5722761.96570713,1558.81164550781,225,123.889299326363
